function	Agabi_varbisH97_2	Acain1	Aciri1_iso	Acrchr1	Amore1	Armcep1	Armosto1	Artbe1	Arxad1	Ascim1	Ascsa1	Aspacu1	Aspbom1	Aspca3	Aspcam1	Aspcl1	Aspeuc1	Asphet1	Aspnov1	Aspoch1	Aspor1	Aspscl1	Aspste1	Aspte1	Aspuda1	Bauco1	Bjead1_1	Blade1	Botbo1	Botdo1_1	Cadsp1	Canalb1	Canca1	Capep1	Capse1	Catan2	Cenge3	Cersu1	Clafu1	Clalu1_2	Clasph1	CocheC4_1	CocheC5_3	Cocim1	Cocsa1	Coere1	Colch1	Colfi1	Colgr1	Color1	Colorb1	Colsi1	Colto1	Corca1	Cryne_JEC21_1	DimcrSC1	Dotse1	EndpusZ1	Erynec1	Eutla1	Fibra1	Fomme1	Fonmo1	Fonnu1	Fusfu1	Fusgr1	Galma1	Gansp1	Glalo1	Glost2	Grocl1	Hanpo2	Hanva1_1	Hebcy2	Hetan2	Hisca1	HypCI4A_1	HypEC38_3	Hyspu1_1	Kazaf1	Kocim1	Kurca1	Linpe1	Lipst1_1	Malgl1	Malsy1_1	Marbr1	Meimi1	Metbi1	Metbi_SCcomb	Micca1	Micld1	Mixos1	Monha1	Mycfi2	Mycgr3	Nakdel1	Neodi1	Neofi1	Neoirr1	Neopa1	Neucr2	Oidma1	Ophnu1	Parbr1	Penant1	Pench1	Pencop1	Pendig1	Penfla1	Pengri1	Penita1	Pennal1	Penox1	Penpol1	Pensol1	Penste1	Pensub1	Phaal1	Phaca1	Phisc1	Phlcen1	Phlrad1	Pirfi3	PleosPC15_2	Pneji1	Pocchl1	Podan3	PosplRSB12_1	Prola1	Psehu1	Pseudest1	Psiser1	Pucst1	Pucst_PST78_1	Punst1	Pycci1	Pyrco1	Pyrtt1	Rhihy1	Rhiir2_1	RhiirA4	RhiirA5	Rhiso1	Rhoto_IFO0559_1	Rhyru1_1	Rozal_SC1	Sacce1	Schoc1	Schpo1	Sclsc1	Sepmu1	Seppo1	SerlaS7_9_2	Settu3	Spapa3	Spipu1	Spore1	Spoth2	Suilu4	Talma1_2	Tapde1_1	Terbo2	Thasp1	Thite2	Torde1	Trave1	Treen1	Treme1	Trias2479	Triat2	Trire2	TriviGv29_8_2	Triver1	Tubma1	Tubme1v2	Uncre1	Ustvir1	Venpi1	Veral1	Verda1	Zygro1	Zymar1	Aspfu1-cluster	Aspni7-cluster	Blugr2-cluster	Lodelo1-cluster	Rhoto_IFO0880_2-cluster	Tubae1-cluster	YarliYB420-cluster
EC:2.3.1.86	0	0	0	2	0	1	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	2	2	3	0	0	0	0	2	0	0	0	0	0	3	3	0	4	3	2	2	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	3	0	0	0	2	0	3	0	2	4	2	4	4	6	0	4	2	2	2	0	0	0	5	1	0	0	0	2	4	0	2	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	1	1	4	2
EC:2.3.1.87	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	0	0	2	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	2	1	1	1	0	1	0	1	2	1	0	1	0	0	0	0	2	2	1	0	1	0	1	1	2	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	2	1	2	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	2	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1
EC:2.3.1.88	1	1	1	6	1	5	5	1	1	2	1	1	6	0	1	1	1	1	1	1	2	1	2	1	5	1	1	2	1	1	1	4	1	4	5	5	2	1	1	1	6	1	0	1	1	1	4	2	1	6	6	6	7	2	2	5	1	5	3	1	1	1	5	5	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	5	4	1	1	1	1	1	2	1	1	1	5	2	1	1	1	5	5	1	15	1	2	1	5	1	4	1	5	4	4	5	3	6	2	5	4	5	4	1	2	2	2	4	1	1	0	6	6	1	5	1	5	6	1	7	1	1	1	1	1	5	1	1	1	2	2	0	2	2	2	2	1	1	2	6	2	1	2	2	4	1	1	1	7	2	2	1	5	1	3	1	1	1	1	1	5	1	3	1	0	1	2	1	1	1	5	3	3	5	5
EC:2.3.1.9	1	1	2	2	2	1	1	2	1	2	2	1	2	1	2	1	0	1	1	0	1	1	1	1	2	2	1	1	1	3	3	1	1	2	2	3	2	1	1	0	3	2	2	1	2	2	2	3	1	2	2	3	2	2	1	3	1	2	2	2	1	1	2	2	2	2	1	1	1	3	2	1	1	1	1	1	2	2	2	1	1	1	2	3	1	1	2	1	0	0	1	2	1	2	1	1	1	2	1	2	2	1	3	2	1	2	1	3	3	1	1	2	2	1	2	3	2	2	1	1	2	1	1	1	1	1	4	2	1	2	1	2	1	1	1	2	1	2	2	2	4	2	2	1	1	2	1	1	1	1	2	1	1	1	2	0	2	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	2	2	1	2	2	1	1	1	1	1	1	2	1	0	3	2
EC:2.3.1.97	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	2	0	2	2	1	1	2	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	0	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
EC:2.3.2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
EC:2.3.2.2	2	3	2	0	3	0	0	3	2	2	2	3	0	2	2	2	1	1	2	2	4	2	3	2	0	2	2	3	2	2	6	0	2	0	0	0	3	2	3	2	0	2	2	2	2	2	0	3	3	0	0	0	0	2	3	2	2	0	0	3	2	2	0	0	3	3	2	2	3	2	3	2	1	2	2	2	3	3	2	1	0	0	3	1	1	1	3	3	1	1	3	0	3	3	3	2	0	0	2	0	3	2	4	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	3	2	4	0	0	0	2	0	0	0	2	0	3	0	0	3	0	3	1	2	2	2	0	2	3	4	2	3	1	1	2	2	3	2	2	2	0	2	2	3	2	0	2	3	2	0	2	1	2	0	3	0	4	4	4	3	1	0	2	0	3	3	3	2	2	2	3	0	1	1	0	0
EC:2.3.2.4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.3.2.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	1	2	0	1	1	1	2	1	1	1	0	1	1	1	1	1	1	2	0	2	2	2	2	2	2	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	2	2	1	1	1	0	2	1	0	1	2	1	0	0	1	2	1	1	1	1	1	1	1	1	0	2	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	0	1	2	1	1	1	1	1	1	1	1	0	1	2	1	2	2	2	1	1	2	1	1	0	0	1	1	1	1	1	0	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	2	1	1	1	1	1	1	1	0	1
EC:2.3.2.8	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	2	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1
EC:2.3.3.1	3	1	2	3	3	3	3	2	2	3	3	3	4	6	2	3	4	5	4	3	3	7	2	2	3	2	3	2	3	3	4	1	2	2	2	4	3	4	2	1	2	3	3	2	2	1	3	4	4	4	4	4	4	3	1	2	3	4	2	5	2	3	2	2	3	3	4	4	2	2	2	1	1	3	3	2	3	3	1	3	1	1	1	3	1	1	2	1	1	1	2	2	2	3	2	1	3	3	3	2	3	4	3	2	2	3	3	3	3	3	3	3	3	2	2	3	1	3	2	3	2	2	3	1	3	1	3	3	4	2	1	2	3	2	2	3	3	3	2	3	2	1	2	3	2	2	1	3	1	1	3	2	2	3	2	1	4	1	2	3	3	2	3	1	2	2	3	1	1	1	2	2	2	2	2	3	2	3	2	2	2	2	3	3	4	2	1	2	3	2
EC:2.4.1.1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EC:2.4.1.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.4.1.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.4.1.109	3	3	3	3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	3	3	3	5	3	3	3	2	3	3	3	5	3	3	3	3	3	9	3	3	3	3	3	3	3	3	3	5	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	7	3	5	15	3	3	3	3	3	5	4	3	3	3	3	3	2	7	3	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	6	3	4	3	3	3	3	3	3	4	3	4	3	3	3	3	6	4	4	5	3	3	3	1	7	3	3	3	3	3	3	4	5	3	3	3	3	3	2	3	2	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	4	2	3	4
EC:2.4.1.11	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
EC:2.4.1.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.4.1.117	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
EC:2.4.1.119	5	5	6	0	6	0	0	5	4	6	6	5	0	6	5	6	6	6	6	6	5	6	6	4	0	6	5	6	5	6	6	0	6	0	0	0	6	4	5	7	0	6	6	6	6	5	0	6	6	0	0	0	0	6	5	3	6	0	0	6	5	5	0	0	5	4	5	5	6	6	4	6	6	5	7	6	6	6	5	9	0	0	8	6	5	5	5	5	7	7	5	0	5	4	6	6	0	0	6	0	6	6	6	0	1	0	6	0	0	0	0	0	0	6	0	0	0	0	6	5	6	0	0	4	5	3	0	0	5	0	5	0	0	5	0	4	5	5	6	4	0	5	5	5	5	4	3	9	5	5	6	6	6	5	0	6	4	5	5	0	6	3	6	0	5	9	5	0	5	0	6	5	6	5	5	0	5	0	6	3	5	8	6	5	6	0	3	3	0	0
EC:2.4.1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.4.1.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.4.1.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.4.1.123	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	1	2	0	2	1	2	1	0	0	0	0	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	2	0	1	1	2	2	0	0	1	2	3	0	0	0	1	1	0	0	0	3	1	0	3	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
EC:2.4.1.130	2	2	2	0	2	0	0	2	2	2	2	2	0	3	2	2	2	2	2	2	2	2	2	1	0	2	2	1	2	2	2	0	2	0	0	0	2	1	2	2	0	2	2	2	2	2	0	0	3	0	0	0	0	2	2	0	2	0	0	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	0	0	1	2	1	2	2	2	2	2	2	0	2	2	2	2	0	0	2	0	2	2	2	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	2	3	2	0	0	2	2	1	0	0	2	0	1	0	0	2	0	2	2	2	2	2	0	3	1	1	2	0	1	2	2	2	1	2	2	2	0	2	1	1	2	0	2	2	2	0	2	2	2	0	2	0	2	2	2	1	2	0	1	0	2	1	2	2	2	2	2	0	1	1	0	0
EC:2.4.1.131	3	1	2	1	1	1	1	2	5	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	1	2	3	2	1	2	1	1	3	1	1	1	2	2	1	5	1	2	2	1	2	5	1	5	2	1	1	1	1	2	1	7	2	1	1	2	2	3	1	1	3	2	5	3	0	1	1	6	0	3	3	2	1	3	2	2	1	1	16	6	0	0	1	0	4	3	2	1	2	3	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	4	2	0	1	0	4	0	1	1	3	1	0	1	1	0	1	3	3	2	1	0	1	3	3	2	1	2	0	2	2	2	2	1	1	3	1	4	0	0	2	1	5	1	1	1	2	2	5	1	1	1	2	1	1	2	3	1	1	1	2	2	2	2	1	2	2	1	1	2	1	1
EC:2.4.1.132	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	2	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	2	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0
EC:2.4.1.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EC:2.4.1.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.4.1.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
EC:2.4.1.14	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0
EC:2.4.1.141	1	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	2	0	1	2	1	3	2	2	2	2	2	2	2	3	2	1	1	2	2	2	1	2	2	2	1	1	2	2	1	2	2	2	2	0	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	0	2	2	2	2	1	2	2	2	2	2	2	3	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2
EC:2.4.1.142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
